date,impressions,clicks,conversions,cost,total_conversion_value,average_position,reservations,price
2016-01-03,43,12,0,45.23,0.0,1.57209302326,6,5860.0
2016-01-04,49,19,0,47.18,0.0,1.63469387755,17,21038.0
2016-01-05,38,18,0,42.22,0.0,1.26315789474,15,18802.0
2016-01-06,60,17,0,37.93,0.0,1.53666666667,52,143140.0
2016-01-07,68,17,1,46.4,7600.0,1.55,13,21050.0
2016-01-08,52,15,0,48.38,0.0,1.30961538462,39,71900.0
2016-01-09,34,12,0,37.35,0.0,1.46764705882,14,21964.0
2016-01-10,27,7,0,19.62,0.0,1.3,10,21035.0
2016-01-11,50,15,1,36.23,1190.0,1.558,29,69301.0
2016-01-12,58,18,0,41.41,0.0,1.50862068966,8,8171.0
2016-01-13,57,26,1,74.04,3180.0,1.61578947368,35,48812.0
2016-01-14,42,9,0,25.56,0.0,1.63571428571,25,47945.0
2016-01-15,44,17,0,38.69,0.0,1.38863636364,8,9715.0
2016-01-16,64,21,0,49.76,0.0,1.459375,4,6858.0
2016-01-17,49,15,1,45.93,5858.0,1.51428571429,4,9538.0
2016-01-18,62,19,0,49.86,0.0,1.50161290323,36,68381.0
2016-01-19,74,31,3,74.05,13640.0,1.83108108108,15,37156.0
2016-01-20,48,21,0,48.29,0.0,1.75208333333,17,31130.0
2016-01-21,48,15,1,32.59,2380.0,1.44791666667,25,30637.0
2016-01-22,56,21,0,55.08,0.0,1.375,7,15888.0
2016-01-23,51,21,2,59.1,3250.0,1.56470588235,26,52338.0
2016-01-24,39,16,0,54.81,0.0,1.50256410256,31,54312.0
2016-01-25,91,27,1,84.09,870.0,1.53406593407,20,20060.0
2016-01-26,64,14,0,33.49,0.0,2.0453125,20,32338.0
2016-01-27,60,19,1,50.79,2990.0,1.35333333333,37,56127.0
2016-01-28,78,25,0,47.43,0.0,1.39871794872,19,54731.0
2016-01-29,84,23,2,43.72,4180.0,1.34642857143,10,20978.0
2016-01-30,62,17,0,39.62,0.0,1.87419354839,11,17886.14
2016-01-31,53,11,3,20.62,9760.0,1.68490566038,10,12790.0
2016-02-01,99,25,1,52.82,1190.0,1.59595959596,39,64258.0
2016-02-02,97,31,2,87.09,2991.0,2.01340206186,42,75986.0
2016-02-03,89,23,0,57.7,0.0,1.7191011236,16,35376.0
2016-02-04,87,36,1,92.3,2990.0,1.51379310345,22,42076.0
2016-02-05,67,25,0,57.52,0.0,1.46268656716,19,41411.0
2016-02-06,60,19,0,43.88,0.0,1.36666666667,7,14234.0
2016-02-07,38,10,0,25.0,0.0,1.62631578947,16,37453.0
2016-02-08,90,31,1,66.83,2990.0,1.44333333333,28,62048.0
2016-02-09,81,21,1,52.2,4760.0,1.7049382716,26,89252.86
2016-02-10,98,39,0,108.55,0.0,1.32346938776,36,78373.0
2016-02-11,79,22,1,64.72,2990.0,1.65063291139,29,52554.0
2016-02-12,82,35,0,96.15,0.0,1.53780487805,43,67956.0
2016-02-13,65,15,1,41.65,3400.0,1.45384615385,9,16379.0
2016-02-14,86,27,1,70.43,2990.0,2.18488372093,8,24478.0
2016-02-15,71,21,0,50.24,0.0,1.60704225352,159,276382.0
2016-02-16,63,20,0,53.51,0.0,1.2253968254,23,41311.2
2016-02-17,75,21,0,56.56,0.0,1.38,18,39396.0
2016-02-18,71,23,0,82.44,0.0,1.28450704225,15,21571.94
2016-02-19,68,21,0,59.22,0.0,1.37794117647,15,42612.0
2016-02-20,50,16,0,54.53,0.0,1.298,13,37401.0
2016-02-21,80,22,2,68.02,2991.0,1.68375,12,26986.15
2016-02-22,56,16,0,48.48,0.0,1.54107142857,57,72486.0
2016-02-23,83,28,2,75.16,5110.0,1.42168674699,32,64080.0
2016-02-24,62,24,0,88.34,0.0,1.74032258065,17,33299.0
2016-02-25,73,24,0,85.0,0.0,1.62602739726,12,15687.0
2016-02-26,65,22,1,67.26,1190.0,1.36923076923,13,25628.02
2016-02-27,69,19,0,50.47,0.0,1.35362318841,4,6197.59
2016-02-28,49,18,0,67.43,0.0,1.57959183673,9,29148.0
2016-02-29,48,14,0,47.1,0.0,1.59375,23,30522.0
2016-03-01,63,21,1,77.52,2990.0,1.52380952381,9,15701.0
2016-03-02,54,17,1,57.86,2990.0,1.35,18,25141.1
2016-03-03,68,28,0,91.96,0.0,1.38088235294,26,50212.0
2016-03-04,82,30,1,110.43,1190.0,1.30243902439,16,20431.0
2016-03-05,56,14,1,51.5,7380.0,1.63928571429,18,38255.7
2016-03-06,37,14,0,55.25,0.0,1.47567567568,8,19149.77
2016-03-07,93,37,5,133.84,14630.0,1.46774193548,29,47758.44
2016-03-08,68,29,1,117.14,1700.0,1.29411764706,18,32919.0
2016-03-09,62,19,1,64.33,3400.0,1.47580645161,8,11450.0
2016-03-10,82,35,0,120.29,0.0,1.32195121951,17,24253.4
2016-03-11,55,13,0,48.64,0.0,1.36909090909,31,33719.0
2016-03-12,40,19,1,72.16,3230.0,1.355,4,7815.0
2016-03-13,61,17,1,68.97,1740.0,1.4737704918,12,21378.72
2016-03-14,76,22,0,77.34,0.0,1.22236842105,27,38572.0
2016-03-15,50,20,0,88.32,0.0,1.338,24,33457.0
2016-03-16,63,24,0,84.98,0.0,1.30158730159,29,30155.0
2016-03-17,71,28,1,93.16,2130.0,1.41126760563,14,28767.0
2016-03-18,70,25,0,82.08,0.0,1.19,26,33580.0
2016-03-19,41,16,0,53.4,0.0,1.33414634146,8,12006.34
2016-03-20,52,15,0,60.61,0.0,1.63846153846,13,22466.0
2016-03-21,66,34,0,118.41,0.0,1.29545454545,46,176818.0
2016-03-22,61,18,1,59.98,3780.0,1.42459016393,34,52910.0
2016-03-23,81,24,0,59.95,0.0,1.62345679012,32,50064.0
2016-03-24,59,17,0,56.9,0.0,1.5813559322,31,36691.8
2016-03-25,69,24,0,71.69,0.0,1.35507246377,6,8470.0
2016-03-26,57,17,0,52.48,0.0,1.87543859649,9,18798.48
2016-03-27,34,11,0,32.98,0.0,1.32058823529,8,10817.51
2016-03-28,40,9,0,41.24,0.0,1.42,1,2200.0
2016-03-29,59,22,0,89.95,0.0,1.30338983051,11,19930.0
2016-03-30,83,15,1,58.86,3780.0,1.64939759036,12,39276.24
2016-03-31,48,15,0,54.95,0.0,1.40208333333,34,53528.51
2016-04-01,45,21,0,86.67,0.0,1.11555555556,9,9012.62
2016-04-02,23,7,0,26.02,0.0,1.52173913043,3,2999.0
2016-04-03,48,12,0,48.87,0.0,2.08541666667,8,10640.0
2016-04-04,48,20,0,78.74,0.0,1.33333333333,14,27910.0
2016-04-05,59,21,0,76.17,0.0,1.53220338983,30,100289.81
2016-04-06,83,29,2,106.09,5570.0,1.4686746988,13,21560.0
2016-04-07,85,24,0,86.45,0.0,1.57294117647,84,198867.0
2016-04-08,99,35,0,143.41,0.0,1.52727272727,6,4903.0
2016-04-09,49,20,0,60.47,0.0,1.37142857143,5,9468.88
2016-04-10,48,14,0,59.06,0.0,1.7,17,35532.0
2016-04-11,100,23,0,94.27,0.0,1.372,25,59353.0
2016-04-12,76,25,0,115.48,0.0,1.53289473684,17,14109.0
2016-04-13,67,29,1,120.87,7560.0,1.54029850746,13,16970.0
2016-04-14,85,28,1,133.65,3780.0,1.39647058824,10,20947.94
2016-04-15,55,16,0,66.34,0.0,1.41818181818,19,36835.0
2016-04-16,37,10,0,49.97,0.0,1.51891891892,6,7361.0
2016-04-17,33,11,0,59.01,0.0,1.60303030303,4,3811.0
2016-04-18,60,23,0,98.31,0.0,1.515,13,17855.56
2016-04-19,73,30,0,136.01,0.0,1.42191780822,11,14879.61
2016-04-20,81,20,0,90.4,0.0,1.75308641975,14,29700.0
2016-04-21,69,20,0,82.63,0.0,1.44637681159,8,12497.0
2016-04-22,78,21,0,96.21,0.0,1.58974358974,5,6597.0
2016-04-23,48,11,0,47.71,0.0,1.675,5,20300.0
2016-04-24,56,21,0,85.28,0.0,1.33928571429,5,6947.0
2016-04-25,77,20,0,93.17,0.0,1.81168831169,25,23247.0
2016-04-26,72,17,0,79.16,0.0,1.60972222222,24,86570.43
2016-04-27,52,19,0,80.55,0.0,1.59807692308,8,10406.47
2016-04-28,85,29,0,150.75,0.0,1.73529411765,15,46647.02
2016-04-29,73,22,1,88.65,2380.0,1.72602739726,18,25081.0
2016-04-30,44,10,0,42.39,0.0,1.36818181818,2,2480.0
2016-05-01,58,14,0,65.01,0.0,2.02931034483,27,32846.94
2016-05-02,74,18,1,95.6,4760.0,1.89324324324,16,28312.54
2016-05-03,69,22,0,119.24,0.0,1.67971014493,20,43408.0
2016-05-04,76,30,0,142.56,0.0,1.59078947368,15,17338.0
2016-05-05,79,19,0,73.89,0.0,1.88607594937,23,53981.0
2016-05-06,74,19,0,100.95,0.0,1.80675675676,14,13323.0
2016-05-07,47,7,0,31.53,0.0,1.5829787234,2,5620.0
2016-05-08,67,11,0,53.17,0.0,1.67910447761,6,6960.0
2016-05-09,96,26,2,116.95,2380.0,1.52604166667,16,22388.0
2016-05-10,119,29,1,147.47,1190.0,1.63361344538,13,22564.0
2016-05-11,106,28,0,141.56,0.0,1.45,18,23234.18
2016-05-12,70,23,0,114.37,0.0,1.46714285714,44,68366.26
2016-05-13,73,20,0,105.08,0.0,1.67671232877,22,48182.0
2016-05-14,64,13,0,60.29,0.0,1.4421875,12,20908.0
2016-05-15,49,11,0,42.76,0.0,1.57142857143,6,17229.0
2016-05-16,103,28,0,141.55,0.0,1.34077669903,10,12336.0
2016-05-17,92,24,0,127.4,0.0,1.46304347826,5,6615.52
2016-05-18,66,21,0,117.63,0.0,1.35151515152,11,13480.0
2016-05-19,62,20,0,95.6,0.0,1.57258064516,25,38805.84
2016-05-20,68,24,0,127.94,0.0,1.62058823529,73,111500.0
2016-05-21,46,12,0,38.49,0.0,1.95869565217,6,9693.52
2016-05-22,39,12,1,55.09,1190.0,1.67435897436,7,14078.0
2016-05-23,98,34,1,183.43,4800.0,1.33979591837,42,57874.76
2016-05-24,85,31,0,149.67,0.0,1.26117647059,7,11378.0
2016-05-25,64,26,0,124.51,0.0,1.4421875,9,16088.0
2016-05-26,68,21,0,108.38,0.0,1.61176470588,12,21624.0
2016-05-27,58,20,0,100.05,0.0,1.48448275862,12,35606.0
2016-05-28,41,11,0,46.27,0.0,1.4512195122,7,11258.0
2016-05-29,46,10,0,49.13,0.0,1.5152173913,16,19616.62
2016-05-30,89,23,0,111.46,0.0,1.83258426966,22,42486.0
2016-05-31,70,15,1,80.55,2260.0,1.51,14,24168.07
2016-06-01,55,12,0,65.85,0.0,1.54,18,35415.0
2016-06-02,64,10,0,46.57,0.0,1.6578125,16,17170.0
2016-06-03,43,13,1,64.33,1190.0,1.11860465116,21,23922.4
2016-06-04,47,12,0,57.5,0.0,1.8170212766,8,9241.36
2016-06-05,35,8,1,47.89,1190.0,1.36285714286,4,11275.0
2016-06-06,62,15,0,74.69,0.0,1.74032258065,25,43108.59
2016-06-07,49,10,0,50.53,0.0,1.80816326531,22,53110.0
2016-06-08,63,19,0,120.78,0.0,1.56984126984,53,180060.92
2016-06-09,75,23,0,140.76,0.0,1.59066666667,80,124890.0
2016-06-10,36,8,0,42.86,0.0,1.28611111111,11,13510.94
2016-06-11,32,8,0,36.04,0.0,1.34375,3,14983.0
2016-06-12,39,10,1,49.08,1740.0,1.35897435897,15,34259.84
2016-06-13,71,21,0,121.87,0.0,1.42112676056,20,71602.27
2016-06-14,67,15,2,77.62,7140.0,1.38059701493,29,55305.36
2016-06-15,64,29,0,155.05,0.0,1.2359375,19,37255.0
2016-06-16,54,16,0,84.59,0.0,1.56481481481,16,34125.0
2016-06-17,63,20,0,105.62,0.0,1.52857142857,15,28161.7
2016-06-18,60,14,0,77.85,0.0,1.94166666667,8,14718.0
2016-06-19,50,10,0,57.05,0.0,1.586,5,13348.0
2016-06-20,70,22,2,118.49,6160.0,1.58714285714,16,48661.45
2016-06-21,58,18,1,79.86,870.0,1.82586206897,6,10880.0
2016-06-22,71,16,0,81.02,0.0,1.41267605634,43,54888.0
2016-06-23,58,14,0,68.36,0.0,1.15344827586,13,19032.86
2016-06-24,37,9,1,46.47,1190.0,1.38108108108,3,4760.0
2016-06-25,42,11,0,59.73,0.0,1.65238095238,9,21344.32
2016-06-26,44,13,0,69.7,0.0,1.71363636364,8,14460.0
2016-06-27,65,21,0,101.37,0.0,1.52923076923,27,48654.0
2016-06-28,65,17,0,87.88,0.0,1.42307692308,22,45302.0
2016-06-29,68,21,0,90.64,0.0,1.57647058824,8,17951.0
2016-06-30,88,27,1,132.01,4800.0,1.34090909091,31,54453.0
2016-07-01,52,14,0,56.64,0.0,1.34230769231,15,26362.0
2016-07-02,53,18,0,87.18,0.0,1.48113207547,8,10137.0
2016-07-03,46,13,0,58.35,0.0,1.40652173913,19,41753.0
2016-07-04,44,18,0,74.89,0.0,1.64545454545,14,30558.0
2016-07-05,83,18,0,83.32,0.0,1.55903614458,13,34911.0
2016-07-06,51,19,0,88.19,0.0,1.52549019608,13,15992.81
2016-07-07,87,20,0,83.51,0.0,1.45977011494,31,42264.0
2016-07-08,70,23,1,92.46,1190.0,1.34,12,20646.0
2016-07-09,47,13,0,50.49,0.0,1.47021276596,12,32693.78
2016-07-10,47,13,0,58.79,0.0,1.56595744681,20,39948.67
2016-07-11,74,19,1,78.29,1390.0,1.65,4,5810.0
2016-07-12,67,14,0,68.23,0.0,1.52985074627,62,154495.0
2016-07-13,81,27,0,121.9,0.0,1.48271604938,14,13050.0
2016-07-14,75,23,1,92.77,1190.0,1.27333333333,16,27014.0
2016-07-15,81,26,0,95.98,0.0,1.26419753086,23,23716.94
2016-07-16,43,13,1,49.18,1190.0,1.61627906977,4,5950.0
2016-07-17,50,12,1,44.05,2060.0,1.624,25,58403.79
2016-07-18,87,29,1,122.15,1190.0,1.31264367816,25,36247.56
2016-07-19,70,19,0,83.12,0.0,1.59714285714,21,37832.0
2016-07-20,55,19,0,68.05,0.0,1.34545454545,13,31110.0
2016-07-21,76,20,0,72.25,0.0,1.42236842105,26,39347.14
2016-07-22,68,21,2,84.77,4650.0,1.24852941176,8,9079.0
2016-07-23,32,6,0,32.4,0.0,1.596875,6,8236.7
2016-07-24,56,13,0,49.51,0.0,1.92142857143,11,10174.0
2016-07-25,76,30,1,128.59,3780.0,1.475,21,38219.0
2016-07-26,81,25,2,104.23,4360.0,1.69135802469,14,24073.62
2016-07-27,73,17,0,62.58,0.0,1.41095890411,40,81095.04
2016-07-28,67,25,0,106.35,0.0,1.35074626866,12,21636.0
2016-07-29,72,21,1,96.67,1190.0,1.51111111111,6,13050.0
2016-07-30,63,9,1,52.43,1190.0,1.62222222222,9,16663.16
2016-07-31,75,21,0,90.73,0.0,1.33466666667,22,102247.48
2016-08-01,90,27,0,115.55,0.0,1.60333333333,12,22452.32
2016-08-02,91,28,0,112.49,0.0,1.59010989011,17,26008.0
2016-08-03,80,22,0,88.96,0.0,1.18,20,36236.64
2016-08-04,81,24,0,103.5,0.0,1.44197530864,40,119650.13
2016-08-05,66,19,0,64.35,0.0,1.35151515152,24,47068.0
2016-08-06,56,10,0,37.05,0.0,1.62857142857,4,12677.0
2016-08-07,69,18,1,91.3,2380.0,2.00869565217,17,33138.7
2016-08-08,84,27,0,108.33,0.0,1.52976190476,31,38019.0
2016-08-09,87,18,0,67.31,0.0,1.36666666667,20,46989.0
2016-08-10,106,34,2,149.93,3581.0,1.43490566038,21,42871.0
2016-08-11,81,25,1,117.09,3580.0,1.59382716049,23,36924.6
2016-08-12,58,23,0,87.34,0.0,1.19310344828,11,22218.0
2016-08-13,58,5,0,18.26,0.0,1.49827586207,9,14546.16
2016-08-14,50,19,1,78.78,3400.0,1.458,11,27568.87
2016-08-15,87,30,0,121.62,0.0,1.45172413793,15,39561.0
2016-08-16,79,29,1,120.16,1190.0,1.24810126582,24,49746.42
2016-08-17,81,32,0,149.6,0.0,1.42222222222,8,16596.0
2016-08-18,77,23,0,83.57,0.0,1.39480519481,9,10002.0
2016-08-19,62,19,0,64.19,0.0,1.36451612903,6,12416.0
2016-08-20,61,21,0,82.62,0.0,1.3,8,18016.0
2016-08-21,55,15,0,54.69,0.0,1.61272727273,12,16557.26
2016-08-22,70,21,0,79.8,0.0,1.35142857143,30,47103.0
2016-08-23,81,26,0,127.09,0.0,1.3024691358,9,10241.0
2016-08-24,86,28,0,134.2,0.0,1.41046511628,40,45809.0
2016-08-25,81,28,0,118.42,0.0,1.21481481481,80,541591.0
2016-08-26,70,25,0,100.44,0.0,1.42714285714,7,18672.0
2016-08-27,41,14,0,61.78,0.0,1.2487804878,6,9700.0
2016-08-28,56,15,3,83.98,5969.0,1.4875,15,30284.3
2016-08-29,77,28,1,90.22,1190.0,1.23636363636,22,25326.0
2016-08-30,70,24,0,85.43,0.0,1.51857142857,15,38013.11
2016-08-31,48,16,0,63.68,0.0,1.2,33,66635.52
2016-09-01,83,25,0,94.26,0.0,1.44457831325,11,17801.0
2016-09-02,93,31,0,131.8,0.0,1.28064516129,7,16563.43
2016-09-03,53,22,0,88.89,0.0,1.28867924528,4,5260.0
2016-09-04,48,16,0,75.97,0.0,1.62916666667,4,4958.16
2016-09-05,79,22,1,102.63,1760.0,1.35063291139,20,37698.0
2016-09-06,58,22,0,85.6,0.0,1.23965517241,20,49504.0
2016-09-07,68,29,0,126.59,0.0,1.35882352941,6,9398.0
2016-09-08,65,24,0,97.18,0.0,1.4,2,5870.0
2016-09-09,59,21,0,73.39,0.0,1.34406779661,3,3570.0
2016-09-10,40,14,0,62.3,0.0,1.3375,1,3640.0
2016-09-11,41,15,0,77.99,0.0,1.55609756098,48,123100.0
2016-09-12,53,17,0,66.06,0.0,1.70188679245,12,18265.0
2016-09-13,54,19,0,90.19,0.0,1.24259259259,51,137043.2
2016-09-14,71,27,0,116.38,0.0,1.30704225352,13,16070.0
2016-09-15,84,32,0,115.62,0.0,1.35357142857,9,15100.0
2016-09-16,54,29,0,111.39,0.0,1.30555555556,49,176319.0
2016-09-17,46,13,0,35.87,0.0,1.41739130435,7,13750.0
2016-09-18,41,9,0,29.61,0.0,1.42195121951,6,14925.0
2016-09-19,57,26,0,98.46,0.0,1.59473684211,20,25988.16
2016-09-20,61,27,2,114.35,9300.0,1.41803278689,14,39749.0
2016-09-21,56,13,1,46.33,1790.0,1.44642857143,27,59280.0
2016-09-22,59,21,0,79.62,0.0,1.3813559322,44,53344.0
2016-09-23,65,23,0,85.3,0.0,1.34153846154,10,18921.0
2016-09-24,31,11,0,49.53,0.0,1.57419354839,4,3780.0
2016-09-25,26,8,1,37.41,3570.0,1.2,7,12960.0
2016-09-26,93,26,0,90.65,0.0,1.58709677419,7,10997.0
2016-09-27,61,24,1,99.65,7200.0,1.63442622951,8,15781.0
2016-09-28,52,14,0,49.79,0.0,1.26538461538,7,9760.0
2016-09-29,75,25,1,109.65,2380.0,1.43066666667,11,11185.0
2016-09-30,72,29,1,109.18,3678.0,1.75555555556,7,10957.0
2016-10-01,46,10,1,30.23,6800.0,1.7152173913,7,7808.0
2016-10-02,50,21,0,81.73,0.0,1.74,1,1190.0
2016-10-03,59,26,0,100.9,0.0,1.39152542373,4,8510.0
2016-10-04,56,15,0,44.52,0.0,1.275,25,58917.52
2016-10-05,46,14,0,59.6,0.0,1.66956521739,145,379093.0
2016-10-06,66,17,0,64.01,0.0,1.66363636364,19,34350.0
2016-10-07,62,18,0,59.75,0.0,1.37741935484,6,8464.0
2016-10-08,42,19,0,87.33,0.0,1.69761904762,6,11620.0
2016-10-09,55,20,0,91.77,0.0,1.90909090909,6,12810.0
2016-10-10,67,25,0,101.8,0.0,1.75671641791,42,109077.0
2016-10-11,88,23,0,94.5,0.0,1.77386363636,24,40872.42
2016-10-12,85,33,0,120.97,0.0,1.44235294118,39,63564.62
2016-10-13,62,25,1,91.38,4380.0,1.54032258065,40,127765.0
2016-10-14,71,32,2,107.17,5670.0,1.4014084507,25,42884.0
2016-10-15,55,8,0,27.35,0.0,2.02727272727,6,21470.0
2016-10-16,54,10,1,43.96,2680.0,1.7,4,7790.0
2016-10-17,66,15,0,58.3,0.0,1.67575757576,36,64972.0
2016-10-18,62,20,0,86.56,0.0,1.4,10,23170.0
2016-10-19,73,16,1,80.0,3400.0,1.55890410959,7,8916.16
2016-10-20,59,14,1,44.5,3980.0,1.74745762712,27,16499.0
2016-10-21,56,21,0,80.21,0.0,1.4125,21,36505.0
2016-10-22,51,13,1,54.5,2380.0,1.63529411765,3,4320.0
2016-10-23,40,15,1,63.47,3580.0,1.715,2,6999.0
2016-10-24,78,27,1,118.49,3400.0,1.43717948718,15,26454.0
2016-10-25,74,19,0,92.26,0.0,1.91216216216,23,38913.13
2016-10-26,54,19,0,55.84,0.0,1.7462962963,24,35181.0
2016-10-27,76,14,0,52.34,0.0,1.79736842105,18,19050.0
2016-10-28,66,22,0,60.37,0.0,1.72272727273,6,12757.48
2016-10-29,46,12,0,43.65,0.0,1.65434782609,5,4622.0
2016-10-30,34,7,0,25.35,0.0,1.94411764706,3,3080.0
2016-10-31,61,17,0,66.09,0.0,1.72786885246,27,49381.0
2016-11-01,74,30,1,99.41,4180.0,1.78513513514,27,58753.0
2016-11-02,62,13,0,37.34,0.0,1.65806451613,26,50178.0
2016-11-03,72,14,0,31.35,0.0,1.54027777778,44,34571.77
2016-11-04,66,14,0,43.3,0.0,1.51818181818,15,28228.15
2016-11-05,60,17,0,55.36,0.0,1.855,2,2060.0
2016-11-06,36,10,0,36.64,0.0,1.81666666667,6,9670.0
2016-11-07,80,13,0,46.94,0.0,1.63375,18,36311.0
2016-11-08,68,25,1,116.44,3980.0,1.83529411765,38,64219.0
2016-11-09,73,22,0,78.94,0.0,2.01232876712,31,63616.64
2016-11-10,63,13,0,46.71,0.0,1.72063492063,11,17781.0
2016-11-11,96,24,0,88.96,0.0,1.58229166667,8,14949.0
2016-11-12,62,14,0,58.55,0.0,2.21612903226,4,11652.0
2016-11-13,59,15,1,43.12,2280.0,1.99661016949,23,42050.82
2016-11-14,62,17,0,54.63,0.0,1.81451612903,22,43335.62
2016-11-15,66,14,0,46.57,0.0,1.87575757576,32,64397.1
2016-11-16,77,8,0,28.18,0.0,1.96363636364,18,24820.0
2016-11-17,49,10,0,22.86,0.0,1.63265306122,13,36973.0
2016-11-18,45,9,0,23.77,0.0,1.68444444444,13,21235.08
2016-11-19,56,13,0,36.56,0.0,1.67678571429,3,3170.0
2016-11-20,45,11,1,27.71,4580.0,2.11333333333,9,24476.0
2016-11-21,46,18,0,55.31,0.0,1.59565217391,40,87270.0
2016-11-22,39,7,0,23.32,0.0,1.8,10,21209.0
2016-11-23,59,15,0,40.22,0.0,1.72372881356,19,39290.91
2016-11-24,46,16,0,46.17,0.0,1.47173913043,15,20042.0
2016-11-25,61,15,0,49.2,0.0,1.84918032787,26,66826.0
2016-11-26,24,6,0,14.1,0.0,1.80833333333,10,14827.33
2016-11-27,24,9,1,35.36,3980.0,1.62083333333,8,11228.0
2016-11-28,53,20,0,70.55,0.0,1.75849056604,12,18660.0
2016-11-29,31,8,0,17.5,0.0,1.81290322581,18,22932.24
2016-11-30,30,11,0,32.09,0.0,1.94,14,17776.84
2016-12-01,31,3,0,9.18,0.0,1.84516129032,12,18100.0
2016-12-02,39,7,0,21.12,0.0,1.56666666667,8,10360.0
2016-12-03,32,7,0,20.03,0.0,1.5875,4,6020.0
2016-12-04,30,4,0,23.66,0.0,1.66333333333,6,7460.0
2016-12-05,43,4,0,19.02,0.0,1.63720930233,13,17320.0
2016-12-06,49,11,0,35.17,0.0,1.8306122449,28,58820.0
2016-12-07,29,6,0,22.15,0.0,1.68620689655,14,24696.0
2016-12-08,41,13,0,35.44,0.0,1.43902439024,16,22909.0
2016-12-09,41,11,0,39.76,0.0,1.67073170732,8,15572.0
2016-12-10,43,4,0,14.68,0.0,1.5976744186,8,14443.0
2016-12-11,28,9,0,28.45,0.0,1.49642857143,8,10208.0
2016-12-12,49,11,0,46.72,0.0,1.77551020408,23,29880.46
2016-12-13,43,12,0,47.06,0.0,1.27906976744,11,23033.0
2016-12-14,41,13,0,43.21,0.0,1.67804878049,36,50257.0
2016-12-15,46,16,0,54.34,0.0,1.23695652174,26,206576.0
2016-12-16,35,8,0,25.43,0.0,1.82571428571,8,22438.0
2016-12-17,28,8,0,38.66,0.0,1.35357142857,2,1960.0
2016-12-18,35,8,0,19.96,0.0,1.73714285714,6,15612.0
2016-12-19,43,14,0,53.71,0.0,1.63953488372,7,15324.0
2016-12-20,54,5,0,24.34,0.0,1.87777777778,6,12622.0
2016-12-21,45,9,0,29.86,0.0,1.60888888889,4,10269.0
2016-12-22,44,14,0,46.84,0.0,1.63636363636,7,13325.0
2016-12-23,38,12,0,48.33,0.0,1.32105263158,5,2742.0
2016-12-24,19,4,0,14.4,0.0,1.58421052632,0,0.0
2016-12-25,34,6,0,21.73,0.0,2.02647058824,1,3404.0
2016-12-26,31,12,0,43.82,0.0,1.32580645161,5,12718.0
2016-12-27,63,11,1,50.99,4500.0,1.64285714286,27,122099.34
2016-12-28,54,17,0,67.56,0.0,1.52037037037,40,54906.0
2016-12-29,45,12,0,32.9,0.0,1.85111111111,10,21410.46
2016-12-30,68,18,0,71.19,0.0,1.45441176471,6,14185.0
2016-12-31,58,6,0,19.46,0.0,1.61034482759,2,5434.0
